subject,TR,BOLD,hemisphere,faces
115825,388,"[10903.57519531 11829.81933594 11934.25878906 ... 11427.60839844
 10214.55761719 11260.17675781]",LH,[1.]
115825,389,"[10832.15917969 11953.00195312 11999.06738281 ... 12175.45996094
 10766.0625     11843.16308594]",LH,[1.]
115825,390,"[11163.31347656 11380.5546875  11464.45800781 ... 12336.16699219
 10740.67480469 11844.31542969]",LH,[1.]
115825,391,"[11337.62597656 12000.43359375 12277.80078125 ... 12266.28515625
 10850.21484375 12134.12988281]",LH,[1.]
115825,392,"[11156.29785156 11914.03320312 11952.05761719 ... 12184.28027344
 10611.70800781 11926.41796875]",LH,[1.]
115825,393,"[11235.33398438 11696.82519531 11936.8125     ... 12184.87402344
 10898.25390625 11829.67773438]",LH,[1.]
115825,394,"[11174.23339844 11572.58203125 11704.91308594 ... 12050.99414062
 10488.17675781 11707.39453125]",LH,[1.]
115825,395,"[10510.47167969 11751.734375   11824.796875   ... 12286.11035156
 10824.90234375 11915.87402344]",LH,[1.]
115825,396,"[11178.15722656 11749.0078125  11855.1171875  ... 11725.76074219
 10073.48632812 11382.17871094]",LH,[1.]
115825,397,"[11121.54785156 11394.69433594 11600.71582031 ... 11928.64453125
 10680.99707031 11768.98144531]",LH,[1.]
115825,398,"[10953.87011719 11780.91894531 11831.6875     ... 11981.51855469
 10644.47558594 11786.08203125]",LH,[1.]
115825,399,"[10863.81445312 11504.140625   11593.78613281 ... 11878.08300781
 10534.3671875  11643.49707031]",LH,[1.]
115825,400,"[10871.85546875 11688.02246094 11828.93652344 ... 11839.26660156
 10472.18945312 11565.41210938]",LH,[1.]
115825,401,"[11210.06640625 11735.37109375 11846.99609375 ... 12054.15429688
 10570.52441406 11787.66699219]",LH,[1.]
115825,402,"[10996.7421875  11732.84375    11834.82421875 ... 11532.17578125
 10300.85449219 11264.328125  ]",LH,[1.]
115825,403,"[10814.90429688 11812.50488281 11712.05175781 ... 11949.31640625
 10597.765625   11644.26367188]",LH,[0.]
115825,404,"[11142.01464844 11792.26855469 11768.11914062 ... 12126.79980469
 10598.01074219 11778.3515625 ]",LH,[0.]
115825,405,"[10843.67675781 12020.18066406 11907.23144531 ... 12022.53515625
 10651.66796875 11770.796875  ]",LH,[0.]
115825,406,"[11004.54101562 11690.9140625  11824.01269531 ... 11849.68652344
 10332.39648438 11506.17480469]",LH,[0.]
115825,407,"[10519.07617188 11750.13964844 11972.15136719 ... 11851.58007812
 10537.95117188 11530.21191406]",LH,[1.]
115825,408,"[10781.20117188 11481.93945312 11547.17089844 ... 11981.04785156
 10299.1796875  11629.54199219]",LH,[1.]
115825,409,"[10720.62792969 11540.96777344 11675.20019531 ... 12046.72558594
 10459.78417969 11727.53417969]",LH,[0.]
115825,410,"[10976.6015625  11657.75683594 11769.37792969 ... 11944.30175781
 10450.0078125  11425.17382812]",LH,[0.]
115825,411,"[10726.15332031 12042.42285156 11993.42480469 ... 11928.52246094
 10411.5703125  11677.80078125]",LH,[0.]
115825,412,"[11081.34082031 11788.99414062 12119.8515625  ... 12182.1328125
 10732.8515625  11819.20703125]",LH,[0.]
115825,413,"[10962.95019531 11821.70605469 11911.44335938 ... 11698.38769531
 10242.43457031 11341.33007812]",LH,[0.]
115825,414,"[11192.67480469 11777.7578125  11860.1171875  ... 12050.8046875
 10877.6171875  11848.43164062]",LH,[0.]
115825,415,"[10876.57910156 11614.72167969 11707.24316406 ... 11779.265625
 10454.57714844 11435.48925781]",LH,[0.]
115825,416,"[11214.74121094 11644.8046875  11775.78710938 ... 12198.34472656
 10625.00292969 11738.81347656]",LH,[0.]
115825,417,"[10839.49804688 12127.41113281 12192.80371094 ... 12172.23828125
 10860.18164062 11961.57910156]",LH,[1.]
115825,418,"[11322.51855469 11728.03613281 11794.18066406 ... 11968.76464844
 10843.11035156 11913.98535156]",LH,[1.]
115825,419,"[11009.93652344 11603.17675781 11691.91601562 ... 12134.92675781
 10675.578125   11862.08007812]",LH,[0.]
115825,420,"[11031.08203125 11727.30664062 11792.12597656 ... 11957.88574219
 10642.765625   11698.80761719]",LH,[1.]
115825,421,"[10583.42285156 11730.90722656 11618.43847656 ... 11540.11328125
 10073.77246094 11302.38671875]",LH,[1.]
115825,422,"[11406.88574219 11701.21679688 11710.09570312 ... 11591.7890625
 10350.34179688 11366.13085938]",LH,[1.]
115825,423,"[11067.97070312 11739.42871094 11608.17675781 ... 12221.91796875
 10860.52148438 12060.66894531]",LH,[0.]
115825,424,"[11154.57128906 11823.54589844 11929.99511719 ... 12056.4140625
 10667.19238281 11819.70605469]",LH,[0.]
115825,425,"[11356.28417969 11996.85644531 12029.39453125 ... 11775.70703125
 10508.84472656 11645.80664062]",LH,[0.]
115825,426,"[11048.65039062 12052.80957031 12163.91503906 ... 12321.54492188
 10909.23046875 11964.36425781]",LH,[0.]
115825,427,"[10977.82421875 11681.06835938 12000.03222656 ... 12008.77929688
 10587.12597656 11851.88769531]",LH,[0.]
115825,428,"[10848.29003906 11736.67089844 11672.25097656 ... 11968.43066406
 10630.671875   11724.12792969]",LH,[0.]
115825,429,"[11138.38671875 11779.65820312 11875.93359375 ... 11647.24707031
 10217.26171875 11334.17578125]",LH,[0.]
115825,430,"[10828.58886719 11583.96777344 11882.08007812 ... 11526.41894531
 10246.29199219 11265.12695312]",LH,[0.]
115825,431,"[11038.24902344 11613.08398438 11709.32421875 ... 12343.33886719
 11094.25878906 12087.33886719]",LH,[0.]
115825,432,"[10968.0546875  11941.95214844 12001.13671875 ... 11939.80273438
 10525.59082031 11692.78808594]",LH,[0.]
115825,433,"[11046.77734375 11795.01171875 11787.56640625 ... 12300.23242188
 10822.125      11964.95214844]",LH,[0.]
115825,434,"[11372.25390625 11715.2109375  11673.78808594 ... 12113.78027344
 10602.796875   11811.46972656]",LH,[0.]
115825,435,"[11025.67773438 11717.13671875 11842.98925781 ... 12027.27441406
 10616.21875    11759.30371094]",LH,[0.]
115825,436,"[11327.94921875 11709.43652344 11698.28125    ... 12354.00292969
 10923.27734375 12145.24511719]",LH,[0.]
115825,437,"[10854.69726562 11845.40917969 11786.140625   ... 11879.78613281
 10387.6171875  11596.61816406]",LH,[1.]
115825,438,"[10638.83105469 11590.73242188 11726.01660156 ... 11758.98925781
 10022.37792969 11415.46777344]",LH,[1.]
115825,439,"[11059.56738281 11788.72558594 11751.328125   ... 12068.14550781
 10450.48828125 11746.68847656]",LH,[0.]
115825,440,"[11144.85644531 12053.5        12099.63476562 ... 11909.95214844
 10475.00488281 11589.23144531]",LH,[0.]
115825,441,"[11063.609375   11362.68554688 11622.45605469 ... 11532.5234375
 10261.92578125 11298.50976562]",LH,[0.]
115825,442,"[10534.89453125 11704.25976562 11673.90332031 ... 11964.20898438
 10529.82324219 11575.47265625]",LH,[0.]
115825,443,"[10847.05371094 11830.78613281 11889.63964844 ... 12026.22070312
 10443.98730469 11816.26171875]",LH,[0.]
115825,444,"[10917.44140625 11914.87109375 11929.83691406 ... 12075.02539062
 10658.57226562 11907.890625  ]",LH,[0.]
115825,445,"[11040.55664062 12150.48730469 12162.06347656 ... 12115.1953125
 10574.11230469 11687.83984375]",LH,[0.]
115825,446,"[10923.03222656 11703.91699219 11939.56347656 ... 11935.765625
 10393.390625   11583.87011719]",LH,[0.]
115825,447,"[10883.65917969 11493.37011719 11669.80859375 ... 12120.18359375
 10657.63378906 11839.24609375]",LH,[0.]
115825,448,"[11223.62304688 11798.43164062 11786.41210938 ... 11980.40625
 10509.37988281 11468.62597656]",LH,[0.]
115825,449,"[11179.4453125  11507.19824219 11892.640625   ... 12110.14941406
 10707.3671875  11741.42285156]",LH,[1.]
115825,450,"[10688.18945312 11721.59082031 11542.42089844 ... 12173.79785156
 10371.66015625 11649.61914062]",LH,[1.]
115825,451,"[10767.80566406 11658.85742188 11865.95019531 ... 11682.66113281
 10351.703125   11400.34082031]",LH,[1.]
115825,452,"[10629.37109375 11586.04003906 11635.89257812 ... 11722.85644531
 10567.19726562 11627.99902344]",LH,[1.]
115825,453,"[10939.84375    11848.33105469 12034.43945312 ... 11752.30371094
 10254.0390625  11527.75878906]",LH,[1.]
115825,454,"[10920.59472656 11640.63769531 11977.44335938 ... 11700.5625
 10239.81738281 11319.15625   ]",LH,[1.]
115825,455,"[11021.58691406 11518.07226562 11933.32324219 ... 11630.13183594
 10382.72949219 11465.25878906]",LH,[1.]
115825,456,"[11041.375      11662.61914062 11662.67871094 ... 11740.84765625
 10319.96777344 11415.04589844]",LH,[0.]
115825,457,"[10694.69628906 11952.95507812 11907.97753906 ... 11521.80761719
 10006.87011719 11161.97460938]",LH,[0.]
115825,458,"[10933.40039062 11782.5234375  11860.98144531 ... 11286.52441406
 10005.50878906 11045.1953125 ]",LH,[1.]
115825,459,"[10322.34277344 11925.7734375  11824.63476562 ... 11657.5859375
 10227.27832031 11410.90527344]",LH,[0.]
115825,460,"[11162.00488281 12047.15917969 11949.52148438 ... 12095.54589844
 10677.40722656 11637.56445312]",LH,[1.]
115825,461,"[10989.38476562 11697.61230469 11869.31835938 ... 11918.92480469
 10201.36328125 11592.59570312]",LH,[1.]
115825,462,"[11149.41699219 11717.75488281 11650.45996094 ... 12134.20800781
 10767.66015625 11850.13183594]",LH,[0.]
115825,463,"[10864.44335938 11893.93554688 11929.91601562 ... 11847.33789062
 10269.21679688 11382.69042969]",LH,[0.]
115825,464,"[10856.078125   11810.94238281 11603.86523438 ... 11942.76757812
 10384.35546875 11629.83691406]",LH,[1.]
115825,465,"[11318.0078125  11998.23242188 11981.69042969 ... 12209.73828125
 10908.92382812 11866.71582031]",LH,[1.]
115825,466,"[11247.11230469 12052.48925781 12035.96484375 ... 12321.77246094
 10834.52539062 11930.19140625]",LH,[0.]
115825,467,"[11266.05761719 11944.56835938 12127.15136719 ... 11854.36035156
 10578.62402344 11571.47558594]",LH,[0.]
115825,468,"[11141.5546875  12131.34960938 12047.73730469 ... 12112.73242188
 10776.74023438 11819.12109375]",LH,[1.]
115825,469,"[10826.890625   11501.78222656 11684.79394531 ... 11801.41503906
 10420.15527344 11564.82617188]",LH,[1.]
115825,470,"[11206.28613281 11852.83203125 11797.72265625 ... 11655.34179688
 10317.26660156 11301.34082031]",LH,[1.]
115825,471,"[10617.52636719 11555.78710938 11737.47363281 ... 12110.63671875
 10880.11816406 11968.69335938]",LH,[0.]
115825,472,"[10844.52734375 11926.50292969 11859.53125    ... 11858.6171875
 10464.33886719 11508.50292969]",LH,[0.]
115825,473,"[10852.80859375 12065.09960938 11995.59960938 ... 12280.42773438
 10947.47265625 12083.0546875 ]",LH,[0.]
115825,474,"[10678.13378906 11864.70117188 11892.15234375 ... 12045.27734375
 10727.39941406 11820.4453125 ]",LH,[0.]
115825,475,"[10560.39257812 11749.23730469 12093.16992188 ... 11493.10839844
  9980.06542969 11095.84277344]",LH,[0.]
115825,476,"[10852.8828125  11721.12304688 11670.98828125 ... 11880.26171875
 10394.55175781 11578.640625  ]",LH,[0.]
115825,477,"[10779.74609375 11787.90234375 11635.20800781 ... 11793.94628906
 10376.52246094 11502.20117188]",LH,[0.]
115825,478,"[10509.64355469 11462.19921875 11766.8125     ... 11744.05371094
 10265.84277344 11463.64257812]",LH,[0.]
115825,479,"[10516.95019531 11513.01855469 11783.140625   ... 11518.82226562
 10273.52441406 11192.48535156]",LH,[0.]
115825,480,"[10859.03417969 11702.63964844 11912.17773438 ... 11779.23242188
 10493.07324219 11543.53027344]",LH,[0.]
115825,481,"[10923.1484375  11334.98632812 11649.20019531 ... 11711.63378906
 10434.2578125  11496.77050781]",LH,[0.]
115825,482,"[11077.53515625 11823.55273438 11891.51171875 ... 11793.13964844
 10386.31152344 11572.43652344]",LH,[0.]
115825,483,"[11006.89550781 11742.87207031 11777.46875    ... 11716.23535156
 10072.02246094 11356.72558594]",LH,[1.]
115825,484,"[11167.9609375  11476.07714844 11477.34570312 ... 11918.421875
 10448.43359375 11632.73144531]",LH,[1.]
115825,485,"[10587.91015625 11521.60839844 11607.15332031 ... 11912.86621094
 10480.99804688 11561.83984375]",LH,[0.]
115825,486,"[10666.50976562 11590.89648438 11880.90136719 ... 12024.18066406
 10438.68652344 11798.89160156]",LH,[1.]
115825,487,"[10738.34570312 11707.51171875 11753.54785156 ... 11826.89941406
 10465.02929688 11486.49902344]",LH,[1.]
115825,488,"[10881.49804688 11782.19433594 11671.75488281 ... 11875.73144531
 10514.91015625 11669.61621094]",LH,[1.]
115825,489,"[10843.47363281 11661.17089844 11766.87890625 ... 12015.87597656
 10553.66308594 11714.99902344]",LH,[0.]
115825,490,"[10515.12011719 11675.98730469 11807.453125   ... 12031.93261719
 10522.20800781 11710.96386719]",LH,[0.]
115825,491,"[10804.87988281 11534.85351562 11608.70019531 ... 11802.89941406
 10570.89355469 11591.61816406]",LH,[0.]
115825,492,"[10777.02929688 11464.28515625 11523.90332031 ... 11778.91796875
 10413.27636719 11480.03417969]",LH,[0.]
115825,493,"[11130.84082031 12074.29980469 12070.54101562 ... 11769.29980469
 10535.72851562 11593.51367188]",LH,[0.]
115825,494,"[11234.41015625 11432.8671875  11587.99414062 ... 11841.28613281
 10256.87304688 11534.23828125]",LH,[0.]
115825,495,"[11040.37207031 11526.10644531 11558.7578125  ... 11582.87695312
 10105.77246094 11241.49511719]",LH,[0.]
115825,496,"[11192.515625   11534.21777344 11511.67480469 ... 11664.28320312
 10386.15429688 11418.00976562]",LH,[1.]
115825,497,"[10788.85253906 11647.64746094 11926.66796875 ... 11405.18847656
  9754.30957031 11057.11816406]",LH,[1.]
115825,498,"[11096.70019531 11753.890625   11877.57910156 ... 11713.87109375
 10252.40527344 11327.58398438]",LH,[1.]
115825,499,"[10658.29003906 11830.82226562 11683.63378906 ... 11904.39746094
 10508.80859375 11737.8046875 ]",LH,[0.]
115825,500,"[11032.69726562 11333.57128906 11442.57519531 ... 11997.11328125
 10776.83984375 11794.90820312]",LH,[0.]
115825,501,"[11259.66113281 11599.44433594 11640.34082031 ... 11843.390625
 10485.109375   11653.19921875]",LH,[0.]
115825,502,"[11446.83105469 11739.68261719 11856.37890625 ... 11950.88574219
 10507.27734375 11636.14941406]",LH,[0.]
115825,503,"[11155.34082031 11743.29589844 12056.77148438 ... 12188.15527344
 10778.09082031 11927.57421875]",LH,[0.]
115825,504,"[11517.92871094 11833.19140625 12022.99121094 ... 11598.13085938
 10083.85742188 11468.76269531]",LH,[0.]
115825,505,"[11040.69335938 11659.1640625  11737.01660156 ... 12152.65820312
 10319.97460938 11576.86914062]",LH,[0.]
115825,506,"[10626.95605469 11748.15234375 11727.25683594 ... 11991.984375
 10479.41796875 11643.18554688]",LH,[0.]
115825,507,"[10910.94433594 11511.54296875 11752.46679688 ... 11730.51269531
 10415.31347656 11385.75292969]",LH,[0.]
115825,508,"[10800.40332031 11753.69042969 11824.63769531 ... 11715.99023438
 10394.7421875  11416.0078125 ]",LH,[0.]
115825,509,"[10660.86230469 11644.37011719 11592.0625     ... 11832.50097656
 10368.25390625 11569.15722656]",LH,[0.]
115825,510,"[10879.82226562 11616.76855469 11841.3359375  ... 11939.45605469
 10434.00097656 11713.19628906]",LH,[0.]
115825,511,"[10793.83007812 12151.24707031 12194.09570312 ... 11790.10839844
 10220.97851562 11530.38378906]",LH,[0.]
115825,512,"[11102.1484375  12039.75878906 12121.69335938 ... 11811.88964844
 10451.58984375 11583.77246094]",LH,[0.]
115825,513,"[11249.87988281 11956.60839844 12290.37890625 ... 12489.19824219
 11053.98828125 12145.75195312]",LH,[0.]
115825,514,"[11614.27734375 12053.63183594 12034.8828125  ... 12847.54003906
 11289.17480469 12523.33007812]",LH,[0.]
115825,515,"[11518.20019531 12189.30273438 12186.42871094 ... 12587.671875
 11135.2734375  12335.67871094]",LH,[0.]
115825,516,"[11530.24902344 11939.82226562 12020.94628906 ... 12255.37402344
 10853.87988281 11960.52148438]",LH,[0.]
115825,517,"[10724.52832031 11744.28222656 11898.29101562 ... 11812.78027344
 10696.25976562 11653.88769531]",LH,[0.]
115825,518,"[10731.32617188 11612.10253906 11481.96777344 ... 11739.41113281
 10499.94433594 11507.25292969]",LH,[0.]
115825,519,"[10615.26953125 11399.81933594 11549.20507812 ... 12017.43652344
 10918.57324219 11939.9375    ]",LH,[0.]
115825,520,"[10566.72753906 11323.29980469 11428.35449219 ... 11928.41503906
 10539.66894531 11695.57226562]",LH,[0.]
115825,521,"[10987.5234375  11635.23535156 11775.53417969 ... 11967.45703125
 10403.02148438 11613.40332031]",LH,[0.]
115825,522,"[10815.46972656 11308.71289062 11572.015625   ... 11605.84960938
 10386.6015625  11296.81054688]",LH,[0.]
115825,523,"[10920.44726562 11505.87890625 11655.80664062 ... 11949.52246094
 10423.29394531 11701.67578125]",LH,[0.]
115825,524,"[10519.60742188 11657.08886719 11616.95605469 ... 11969.32519531
 10569.91894531 11796.65820312]",LH,[0.]
115825,525,"[10723.18261719 11525.29101562 11666.60839844 ... 12150.53222656
 10633.23046875 11667.94238281]",LH,[0.]
115825,526,"[10950.62109375 11970.0390625  11955.46972656 ... 11691.34863281
 10356.93847656 11454.0078125 ]",LH,[0.]
115825,527,"[11047.31933594 11483.51269531 11663.23144531 ... 12206.46972656
 10464.015625   11790.39648438]",LH,[1.]
115825,528,"[11302.60546875 11593.7265625  11677.72949219 ... 12070.80566406
 10727.95117188 11915.84277344]",LH,[1.]
115825,529,"[10765.40039062 11278.15917969 11383.22949219 ... 11703.22265625
 10251.203125   11368.63574219]",LH,[1.]
115825,530,"[11136.00878906 11725.84472656 11694.56445312 ... 11545.53808594
 10369.42480469 11268.38964844]",LH,[1.]
115825,531,"[10695.97558594 11494.24511719 11727.72363281 ... 11780.63867188
 10358.74414062 11466.52832031]",LH,[1.]
115825,532,"[10781.29101562 11833.96875    11953.33398438 ... 11671.59570312
 10335.95996094 11336.828125  ]",LH,[1.]
115825,533,"[10959.42675781 11862.15429688 11777.96191406 ... 11841.55273438
 10381.40917969 11468.63769531]",LH,[1.]
115825,534,"[10888.46679688 11996.80859375 11969.68554688 ... 11842.27734375
 10182.27246094 11412.8359375 ]",LH,[1.]
115825,535,"[10866.69628906 11662.05371094 11705.39746094 ... 12000.15527344
 10532.43164062 11812.60546875]",LH,[1.]
115825,536,"[10598.98242188 11817.75390625 11892.171875   ... 12045.26367188
 10525.71679688 11703.3203125 ]",LH,[1.]
115825,537,"[10874.39550781 11549.94042969 11673.23339844 ... 12009.36328125
 10657.38964844 11789.37011719]",LH,[0.]
115825,538,"[10984.6484375  11719.3984375  11757.80761719 ... 11847.8046875
 10394.85742188 11630.37207031]",LH,[0.]
115825,539,"[11140.9765625  11736.19726562 11862.61914062 ... 11919.63183594
 10416.85546875 11661.81933594]",LH,[0.]
115825,540,"[10659.31152344 11729.90234375 11940.91601562 ... 11554.92285156
 10327.24121094 11306.31738281]",LH,[0.]
115825,541,"[11064.14941406 11588.56347656 11687.64941406 ... 12181.30371094
 10661.81445312 11826.203125  ]",LH,[0.]
115825,542,"[11110.41308594 12034.52050781 12028.08691406 ... 11953.1015625
 10443.73144531 11561.96777344]",LH,[0.]
115825,543,"[10665.81152344 11331.96484375 11599.87597656 ... 12078.01660156
 10524.29199219 11586.33789062]",LH,[1.]
115825,544,"[10454.66113281 11751.47167969 11928.03125    ... 11176.41210938
  9747.38671875 10920.24023438]",LH,[1.]
115825,545,"[10699.36132812 11689.21289062 11792.06738281 ... 11861.05273438
 10613.40917969 11588.29882812]",LH,[1.]
115825,546,"[11032.42285156 11637.08496094 11825.65429688 ... 12002.42382812
 10675.87597656 11743.9140625 ]",LH,[0.]
115825,547,"[11128.47460938 11774.27246094 11889.47363281 ... 11911.87109375
 10561.39257812 11596.54785156]",LH,[0.]
115825,548,"[10736.50878906 11329.7265625  11474.50488281 ... 11938.90039062
 10453.55957031 11601.38378906]",LH,[0.]
115825,549,"[10622.90625    11798.74316406 11907.45117188 ... 12171.50195312
 10648.73535156 11933.89257812]",LH,[0.]
115825,550,"[10908.91113281 11885.71972656 11857.32714844 ... 11873.86914062
 10266.33398438 11546.29199219]",LH,[0.]
115825,551,"[10816.36132812 11802.671875   11881.38085938 ... 11786.17480469
 10458.40625    11623.21484375]",LH,[0.]
115825,552,"[11013.07421875 11776.08789062 11837.91601562 ... 11668.46484375
 10232.078125   11294.76464844]",LH,[1.]
115825,553,"[11163.65429688 11742.31542969 11740.54785156 ... 12209.85644531
 10709.39453125 11815.29199219]",LH,[1.]
115825,554,"[10944.05566406 11938.04492188 11966.10253906 ... 12386.21875
 10927.21679688 12127.83105469]",LH,[1.]
115825,555,"[11136.14746094 11786.9921875  12014.23730469 ... 12200.37792969
 10804.39648438 11998.45507812]",LH,[0.]
115825,556,"[11238.125      11892.8046875  12009.87207031 ... 12459.36230469
 10955.02441406 12140.39550781]",LH,[0.]
115825,557,"[10786.57421875 11362.11230469 11698.42089844 ... 11963.5078125
 10600.80371094 11589.90625   ]",LH,[0.]
115825,558,"[10576.11425781 11492.5234375  11727.71777344 ... 11654.92578125
 10273.10449219 11199.48925781]",LH,[0.]
115825,559,"[10498.00195312 11963.6796875  12051.84472656 ... 11795.41308594
 10604.05566406 11448.30761719]",LH,[0.]
115825,560,"[10534.83496094 11755.25       11754.28613281 ... 11931.23242188
 10614.20800781 11595.3828125 ]",LH,[0.]
115825,561,"[10908.94921875 11864.91113281 11851.44140625 ... 11815.23925781
 10230.94042969 11383.82617188]",LH,[1.]
115825,562,"[10720.28027344 11688.77246094 11937.43066406 ... 11623.84667969
 10396.96679688 11317.74023438]",LH,[1.]
115825,563,"[10867.17382812 11507.39355469 11885.86523438 ... 11811.83300781
 10458.86132812 11568.91308594]",LH,[1.]
115825,564,"[10776.6171875  11863.66503906 11916.81347656 ... 11876.26757812
 10517.61425781 11624.609375  ]",LH,[1.]
115825,565,"[10813.88867188 11888.83203125 11670.61816406 ... 12383.10546875
 11046.72167969 12146.17285156]",LH,[1.]
115825,566,"[11175.84082031 11760.92578125 11800.69628906 ... 12113.69921875
 10775.90820312 11789.9765625 ]",LH,[0.]
115825,567,"[11077.26660156 11420.42089844 11625.828125   ... 12197.71386719
 10561.484375   11846.0390625 ]",LH,[0.]
115825,568,"[10543.16699219 11719.26269531 11886.19726562 ... 11912.79394531
 10284.41503906 11498.84082031]",LH,[0.]
115825,569,"[10602.54394531 11812.63378906 12002.27246094 ... 11899.01464844
 10582.61035156 11646.22851562]",LH,[0.]
115825,570,"[11252.97070312 12020.87207031 11956.36523438 ... 12127.59472656
 10517.88378906 11727.20996094]",LH,[0.]
115825,571,"[10575.25097656 11852.63867188 11850.65039062 ... 11969.0390625
 10548.29980469 11552.46386719]",LH,[0.]
115825,572,"[10783.54882812 12199.47949219 12127.02441406 ... 11891.30761719
 10513.02734375 11585.76269531]",LH,[1.]
115825,573,"[11140.35546875 11994.60351562 12016.39941406 ... 11845.70117188
 10563.17773438 11531.63085938]",LH,[1.]
115825,574,"[10781.2578125  11753.56640625 11904.95898438 ... 11955.65625
 10470.65234375 11643.03613281]",LH,[1.]
115825,575,"[11627.65527344 11825.58691406 11745.23632812 ... 12141.3828125
 10778.59472656 11903.3359375 ]",LH,[1.]
115825,576,"[11162.94921875 11808.92285156 11988.63378906 ... 11944.07128906
 10563.53027344 11708.16210938]",LH,[0.]
115825,577,"[11182.13769531 11775.54785156 11756.31054688 ... 12101.19433594
 10637.51660156 11799.43847656]",LH,[0.]
115825,578,"[10924.75878906 11829.25097656 11833.68359375 ... 11894.66992188
 10397.09277344 11509.3515625 ]",LH,[0.]
115825,579,"[10631.61621094 11680.07910156 11670.86425781 ... 12281.30761719
 10690.45996094 11995.77246094]",LH,[0.]
115825,580,"[11221.42578125 12210.67382812 12123.70214844 ... 12113.97851562
 10529.921875   11766.49804688]",LH,[0.]
115825,581,"[11150.43652344 11352.91601562 11554.95117188 ... 12278.31835938
 10617.10742188 11897.96484375]",LH,[0.]
115825,582,"[11414.46484375 11860.56054688 11872.00195312 ... 11965.76660156
 10731.31054688 11907.8046875 ]",LH,[0.]
115825,583,"[10650.29003906 11423.80371094 11731.75585938 ... 11956.0390625
 10519.27929688 11662.09765625]",LH,[1.]
115825,584,"[11008.68945312 11496.1484375  11395.32617188 ... 12188.71289062
 10668.38867188 11897.5546875 ]",LH,[0.]
115825,585,"[11196.15234375 11397.07519531 11481.15234375 ... 11668.53808594
 10393.84179688 11513.046875  ]",LH,[0.]
115825,586,"[11261.83789062 11919.34667969 11825.46191406 ... 11989.83984375
 10563.71484375 11711.84960938]",LH,[1.]
115825,587,"[11130.32421875 11791.6484375  11876.54003906 ... 12010.3671875
 10557.75390625 11654.80371094]",LH,[0.]
115825,588,"[10901.16699219 11713.2578125  11773.32714844 ... 11979.46875
 10656.91992188 11702.78027344]",LH,[0.]
115825,589,"[11019.890625   11434.80761719 11539.87109375 ... 11866.02539062
 10504.76367188 11634.3515625 ]",LH,[0.]
115825,590,"[11068.88769531 11653.58300781 11819.86132812 ... 11909.14746094
 10268.54492188 11563.45898438]",LH,[0.]
115825,591,"[10657.29296875 12013.37988281 12041.88085938 ... 12376.35449219
 10909.47265625 12099.02441406]",LH,[0.]
115825,592,"[11013.50878906 11958.60839844 12102.16992188 ... 11768.60839844
 10497.43261719 11591.24804688]",LH,[0.]
115825,593,"[11097.32128906 11807.21289062 11922.96191406 ... 11736.96679688
 10241.29980469 11365.76367188]",LH,[0.]
115825,594,"[10863.52734375 11664.3671875  11827.73046875 ... 11969.1328125
 10794.69726562 11761.4296875 ]",LH,[0.]
115825,595,"[11364.68554688 11537.73339844 11635.09082031 ... 11806.01171875
 10190.55566406 11417.00195312]",LH,[0.]
115825,596,"[11218.44042969 12013.50390625 11902.41992188 ... 11893.47558594
 10564.86816406 11486.84375   ]",LH,[0.]
115825,597,"[11665.86132812 12061.64257812 12023.52246094 ... 11963.45800781
 10396.26464844 11622.14941406]",LH,[0.]
115825,598,"[11110.14257812 12065.60644531 12067.50585938 ... 12461.72070312
 10925.36621094 12042.50488281]",LH,[1.]
115825,599,"[11545.47167969 12325.09863281 12359.08105469 ... 12268.8046875
 10904.56152344 11914.06835938]",LH,[0.]
115825,600,"[11489.33691406 11881.55273438 11965.49511719 ... 12355.59863281
 10729.66796875 11988.18652344]",LH,[0.]
115825,601,"[11707.8203125  12037.10742188 11896.41894531 ... 12083.16894531
 10728.12109375 11682.92382812]",LH,[0.]
115825,602,"[11600.40722656 12012.98046875 12162.44824219 ... 12352.09179688
 10800.48242188 11902.16601562]",LH,[0.]
115825,603,"[11673.22070312 12327.72753906 12223.83203125 ... 12338.72167969
 10767.86914062 12007.29589844]",LH,[0.]
115825,604,"[11685.38183594 11947.70410156 12009.65722656 ... 12568.05078125
 11186.6953125  12295.73535156]",LH,[0.]
115825,605,"[11607.32714844 11984.4765625  12001.62988281 ... 12575.99414062
 11173.54101562 12305.34375   ]",LH,[0.]
115825,606,"[11117.84570312 11681.30078125 12045.86523438 ... 12802.42675781
 11262.15820312 12563.25390625]",LH,[0.]
115825,607,"[10763.23828125 11575.03320312 11710.51464844 ... 12271.08789062
 10587.68554688 11850.22460938]",LH,[0.]
115825,608,"[10766.83789062 11852.11132812 11829.66699219 ... 12145.51757812
 10683.56835938 11852.13964844]",LH,[0.]
115825,609,"[10928.23242188 11510.43359375 11575.50488281 ... 12011.97851562
 10430.29101562 11763.03515625]",LH,[0.]
115825,610,"[10885.98242188 11339.68066406 11601.38769531 ... 11656.91992188
 10219.75878906 11374.19726562]",LH,[0.]
115825,611,"[10825.05273438 11472.15917969 11485.90527344 ... 11641.89355469
 10276.66894531 11286.39160156]",LH,[0.]
115825,612,"[11032.91308594 11354.34472656 11410.69238281 ... 11527.59863281
  9997.58886719 11316.26464844]",LH,[0.]
